seed,tau_seconds,allan_kalman_hz,allan_ai_hz,improvement_percent
42,1.0,6.920104605735184e-05,6.662003477117552e-05,3.7297287154261403
42,2.0,8.274539973080902e-05,7.795937863805682e-05,5.784032838468714
42,3.0,9.555652948682924e-05,8.846447973137714e-05,7.421836889157437
42,5.0,0.00011572657552308837,0.00010378704720762233,10.317015138051852
42,6.0,0.00012347163354407785,0.00010934314441533628,11.442700418876266
42,8.0,0.00013640618854437078,0.0001179521528470728,13.528737877823755
42,11.0,0.000147941261368802,0.0001241649679409433,16.071441603155513
42,14.0,0.00015393123700604852,0.000125894573281631,18.213758474061933
42,19.0,0.00016718200676353435,0.00013177165556935025,21.180719073595775
42,25.0,0.0001679917657421763,0.00012759273982252013,24.048217923763104
42,33.0,0.00016269880440172716,0.00012009954731611247,26.18289497716953
42,43.0,0.00015280712070961556,0.00010904061995908198,28.641663128843657
42,56.0,0.0001510862424707577,0.00010931310470769167,27.648538397631473
42,74.0,0.00014525062860128887,0.00010233769924767347,29.544057582987023
42,97.0,0.00013669622344751815,0.00010038935334564212,26.56025834965027
42,127.0,0.00013018355903844322,9.440884020726964e-05,27.480212628546514
42,166.0,0.0001417945491890587,0.00010016358489054273,29.36005970371133
42,218.0,0.00014920639522391117,0.00010694434662014247,28.324555754025727
42,286.0,0.000132742255773169,9.449130277073508e-05,28.81595824904276
42,374.0,0.0001416737704181868,9.9532667698187e-05,29.745169197946396
42,490.0,0.00014047817668499767,9.657236708604526e-05,31.254541192832352
42,641.0,0.00012926806078053854,9.19134429682202e-05,28.897020336474426
42,840.0,0.0001243621184594106,8.661727747053574e-05,30.350754278276504
42,1100.0,0.00018022787726278868,0.00012097902332371093,32.87441146115677
42,1440.0,0.00018598104074446132,0.00012461833529611087,32.99406498787317
42,1885.0,0.00023098830029912826,0.0001551997087925338,32.81057586399344
42,2468.0,0.00016843270984641598,0.00010437443286282218,38.03196958714541
123,1.0,6.913588816085414e-05,6.641371251152742e-05,3.9374277553117003
123,2.0,8.385936334807487e-05,7.885705112998273e-05,5.965120671533184
123,3.0,9.768684030188047e-05,9.025697227697e-05,7.6058023802899495
123,5.0,0.0001176845259687537,0.00010566313082083639,10.214932718604912
123,6.0,0.00012489008717733117,0.00011058328113770839,11.455517697980765
123,8.0,0.00013566074679842414,0.00011677997590196575,13.917637446381587
123,11.0,0.0001487889867955827,0.0001236056988352882,16.925505376881944
123,14.0,0.00015715442171089622,0.0001276433505974488,18.77839057416817
123,19.0,0.0001621895969977701,0.0001271918167844154,21.57831381370031
123,25.0,0.00016716805822445324,0.00012502385068553694,25.210681984670842
123,33.0,0.0001635588176517486,0.0001181554500342993,27.759657516064152
123,43.0,0.00014869426200454027,0.00010506579446272161,29.341056577211088
123,56.0,0.00014607904904998553,0.00010352153251218664,29.133210282082615
123,74.0,0.0001424798277770473,9.945019199952762e-05,30.200510801327283
123,97.0,0.0001262600668456935,9.201592194661704e-05,27.121912537023558
123,127.0,0.0001106958405133485,7.940968287045322e-05,28.263173663804086
123,166.0,0.00012019907495736852,8.432981835073747e-05,29.841541309159776
123,218.0,0.0001323642217174402,9.465000451410522e-05,28.492757872171875
123,286.0,0.00014359786420919745,0.0001011896423395148,29.53262717605685
123,374.0,0.00016348021894671208,0.0001120275940869309,31.47330312577612
123,490.0,0.00020602501917215825,0.00013865990400338256,32.697541026550844
123,641.0,0.00024263722195516117,0.0001641960482155663,32.328582196712844
123,840.0,0.00030326280693567876,0.0002037691137784641,32.807746575503074
123,1100.0,0.00035938640854520315,0.00024284023572264518,32.4292099120657
123,1440.0,0.0004178362182361136,0.0002845592783156497,31.89693332068952
123,1885.0,0.0004891086674974533,0.0003325706709134914,32.00474802151752
123,2468.0,0.0005713111356843277,0.0003843544011072753,32.72415377535254
456,1.0,6.84959571574345e-05,6.609362396869237e-05,3.507262747231189
456,2.0,8.145955293774634e-05,7.698559381697395e-05,5.492246101806509
456,3.0,9.428103600188209e-05,8.758887216245021e-05,7.098101721430257
456,5.0,0.0001141547735904717,0.00010323950568378494,9.561814686650857
456,6.0,0.00012129889223293776,0.00010805711989818338,10.916647374920283
456,8.0,0.0001311261177683469,0.00011393004240348003,13.114149688505385
456,11.0,0.00014376486492176922,0.00012117423868845298,15.713593335624182
456,14.0,0.0001509282849453337,0.00012398253347456728,17.853347687960667
456,19.0,0.00016051615159796365,0.00012815352044050175,20.16160419701494
456,25.0,0.0001621625878738687,0.00012409305973189237,23.476147390782334
456,33.0,0.00016959103880731727,0.0001266458549673442,25.32279072172305
456,43.0,0.00015057376070809562,0.00011089109613503352,26.354302626465888
456,56.0,0.00014329628885690013,0.00010586912993965023,26.118721716949526
456,74.0,0.0001331965056412911,9.863692151248739e-05,25.94631440397952
456,97.0,0.00012463185542737511,9.305969204943698e-05,25.332338405517614
456,127.0,0.00011033013920711153,7.899467972983901e-05,28.40154077794614
456,166.0,0.00011839169368317575,9.099929649846978e-05,23.137093771130505
456,218.0,0.00011830186352576237,8.907311435605066e-05,24.706922020164647
456,286.0,0.00011875913711675199,9.146720174237291e-05,22.980914173827653
456,374.0,0.00014290049289021048,0.00010632646072473657,25.594055993616127
456,490.0,0.00015637040369528686,0.00011917822176856994,23.7846683565465
456,641.0,0.00015706656922047761,0.00011652721891836913,25.810298463451225
456,840.0,0.00017657529852313123,0.0001307974654723929,25.925389017389357
456,1100.0,0.00023582637894416195,0.00016976994948459707,28.010619403695063
456,1440.0,0.0002138041056898893,0.00015993467180058015,25.195696647399142
456,1885.0,0.00023331307312927853,0.00015746055877912066,32.511043351663396
456,2468.0,0.0002785096200395802,0.0001988432134777546,28.604543911446882
789,1.0,6.905103541707464e-05,6.650283266170805e-05,3.690317951027396
789,2.0,8.121399083392661e-05,7.660277565641641e-05,5.677858125380894
789,3.0,9.349621151409342e-05,8.66228718158056e-05,7.3514633234649835
789,5.0,0.00011253749501356459,0.0001012352607015484,10.043083250301493
789,6.0,0.00012043711887519339,0.00010741676759634532,10.81091228389547
789,8.0,0.00013065834446957883,0.00011364784301278763,13.019070099079475
789,11.0,0.0001413400960578863,0.00011874105544276597,15.989122156719649
789,14.0,0.00014241859820511072,0.00011696902723692331,17.869555864842198
789,19.0,0.00015174125361173277,0.00012058791228854434,20.530568043744974
789,25.0,0.00015196301489649167,0.000113996897261101,24.983788102158258
789,33.0,0.00015332356658759137,0.00011506184314699893,24.954887426737567
789,43.0,0.0001506712132597613,0.0001081353020276211,28.230947579088735
789,56.0,0.00015420855524063133,0.00011000074313509189,28.66754833190437
789,74.0,0.00014135740562398218,9.990301515002149e-05,29.325941779259484
789,97.0,0.00014146162106832462,9.810191343201721e-05,30.651216428069265
789,127.0,0.00014267865868249267,0.00010074025028980296,29.393609934346642
789,166.0,0.00011922004580157855,8.832097715902199e-05,25.917678889322694
789,218.0,0.00013846107219630825,0.00010100585081625553,27.051084312671804
789,286.0,0.00014025547588272547,0.00010150345565845499,27.62959519432451
789,374.0,0.00013598102901236044,9.584418663685431e-05,29.51650143187088
789,490.0,0.00014570905447657535,9.836296261838482e-05,32.493582521875496
789,641.0,0.00017569043785523118,0.00011512409805059786,34.473327372853355
789,840.0,0.00018356874853786342,0.0001192859242091008,35.01839220498007
789,1100.0,0.00020931041278471075,0.0001383295155187898,33.91178504766
789,1440.0,0.00024204972403269048,0.00016361501532152588,32.4043784906656
789,1885.0,0.0003382996558152207,0.00021877588267030248,35.33074039253593
789,2468.0,0.0004180282925650379,0.00027198530337388236,34.936149487641146
1000,1.0,6.858395728288656e-05,6.633735884585456e-05,3.2756908846270187
1000,2.0,8.280229352984926e-05,7.858837664511274e-05,5.089130632857955
1000,3.0,9.583534913531475e-05,8.948861266223133e-05,6.622542235560859
1000,5.0,0.00011546113338786323,0.00010492201448528669,9.127849860240815
1000,6.0,0.00012147430096031663,0.00010886689066034151,10.3786646231401
1000,8.0,0.00013438248548389568,0.00011789895223814276,12.266132142442249
